From	To	Species	Gene Name
LOC111123065	111123065	Crassostrea virginica	DNA helicase MCM8-like(LOC111123065)
LOC111124395	111124395	Crassostrea virginica	uncharacterized LOC111124395(LOC111124395)
LOC111124394	111124394	Crassostrea virginica	trehalase-like(LOC111124394)
LOC111124399	111124399	Crassostrea virginica	dynein assembly factor 3, axonemal-like(LOC111124399)
LOC111123068	111123068	Crassostrea virginica	RING finger protein 150-like(LOC111123068)
LOC111135040	111135040	Crassostrea virginica	sphingomyelin phosphodiesterase 4-like(LOC111135040)
LOC111111095	111111095	Crassostrea virginica	alpha-L-fucosidase-like(LOC111111095)
LOC111135041	111135041	Crassostrea virginica	sphingomyelin phosphodiesterase 4-like(LOC111135041)
LOC111135044	111135044	Crassostrea virginica	uncharacterized LOC111135044(LOC111135044)
LOC111111091	111111091	Crassostrea virginica	sorcin-like(LOC111111091)
LOC111136376	111136376	Crassostrea virginica	mitochondrial proton/calcium exchanger protein-like(LOC111136376)
LOC111111092	111111092	Crassostrea virginica	fibrinogen-like protein 1(LOC111111092)
LOC111135093	111135093	Crassostrea virginica	jmjC domain-containing protein 7-like(LOC111135093)
LOC111135094	111135094	Crassostrea virginica	tricarboxylate transport protein, mitochondrial-like(LOC111135094)
LOC111135097	111135097	Crassostrea virginica	dyslexia-associated protein KIAA0319-like protein(LOC111135097)
LOC111135079	111135079	Crassostrea virginica	phosphoinositide 3-kinase regulatory subunit 4-like(LOC111135079)
LOC111123090	111123090	Crassostrea virginica	sushi domain-containing protein 2-like(LOC111123090)
LOC111135070	111135070	Crassostrea virginica	M-phase inducer phosphatase-like(LOC111135070)
LOC111135073	111135073	Crassostrea virginica	uncharacterized LOC111135073(LOC111135073)
LOC111135074	111135074	Crassostrea virginica	protein polyglycylase TTLL10-like(LOC111135074)
LOC111135071	111135071	Crassostrea virginica	phosphoinositide 3-kinase regulatory subunit 4-like(LOC111135071)
LOC111135072	111135072	Crassostrea virginica	serine-rich adhesin for platelets-like(LOC111135072)
LOC111135077	111135077	Crassostrea virginica	40S ribosomal protein S8-like(LOC111135077)
LOC111135075	111135075	Crassostrea virginica	ATP-binding cassette sub-family F member 3-like(LOC111135075)
LOC111135080	111135080	Crassostrea virginica	beta-glucuronidase-like(LOC111135080)
LOC111135081	111135081	Crassostrea virginica	F-box only protein 21-like(LOC111135081)
LOC111135084	111135084	Crassostrea virginica	programmed cell death 6-interacting protein-like(LOC111135084)
LOC111135085	111135085	Crassostrea virginica	protein IFH1-like(LOC111135085)
LOC111135082	111135082	Crassostrea virginica	solute carrier family 2, facilitated glucose transporter member 1-like(LOC111135082)
LOC111135083	111135083	Crassostrea virginica	uncharacterized LOC111135083(LOC111135083)
LOC111135089	111135089	Crassostrea virginica	tektin-1-like(LOC111135089)
LOC111101703	111101703	Crassostrea virginica	uncharacterized LOC111101703(LOC111101703)
LOC111113700	111113700	Crassostrea virginica	flocculation protein FLO11-like(LOC111113700)
LOC111113701	111113701	Crassostrea virginica	uncharacterized LOC111113701(LOC111113701)
LOC111101722	111101722	Crassostrea virginica	uncharacterized LOC111101722(LOC111101722)
LOC111101726	111101726	Crassostrea virginica	snRNA-activating protein complex subunit 5-like(LOC111101726)
LOC111101725	111101725	Crassostrea virginica	probable E3 ubiquitin-protein ligase MID2(LOC111101725)
LOC111101711	111101711	Crassostrea virginica	GPI mannosyltransferase 4-like(LOC111101711)
LOC111101712	111101712	Crassostrea virginica	nuclear cap-binding protein subunit 2-like(LOC111101712)
LOC111125709	111125709	Crassostrea virginica	uncharacterized LOC111125709(LOC111125709)
LOC111125707	111125707	Crassostrea virginica	THAP domain-containing protein 4-like(LOC111125707)
LOC111113720	111113720	Crassostrea virginica	zinc finger protein 280D-like(LOC111113720)
LOC111100412	111100412	Crassostrea virginica	uncharacterized LOC111100412(LOC111100412)
LOC111100410	111100410	Crassostrea virginica	glutamate synthase [NADPH] small chain-like(LOC111100410)
LOC111100419	111100419	Crassostrea virginica	uncharacterized LOC111100419(LOC111100419)
LOC111100416	111100416	Crassostrea virginica	baculoviral IAP repeat-containing protein 7-like(LOC111100416)
LOC111100415	111100415	Crassostrea virginica	uncharacterized LOC111100415(LOC111100415)
LOC111100417	111100417	Crassostrea virginica	baculoviral IAP repeat-containing protein 7-like(LOC111100417)
LOC111113716	111113716	Crassostrea virginica	serine-rich adhesin for platelets-like(LOC111113716)
LOC111100401	111100401	Crassostrea virginica	inhibitor of Bruton tyrosine kinase-like(LOC111100401)
LOC111100403	111100403	Crassostrea virginica	uncharacterized LOC111100403(LOC111100403)
LOC111100402	111100402	Crassostrea virginica	uncharacterized LOC111100402(LOC111100402)
LOC111100408	111100408	Crassostrea virginica	baculoviral IAP repeat-containing protein 2-like(LOC111100408)
LOC111101737	111101737	Crassostrea virginica	uncharacterized LOC111101737(LOC111101737)
LOC111100407	111100407	Crassostrea virginica	uncharacterized LOC111100407(LOC111100407)
LOC111101736	111101736	Crassostrea virginica	fibrillin-2-like(LOC111101736)
LOC111100406	111100406	Crassostrea virginica	uncharacterized LOC111100406(LOC111100406)
LOC111099112	111099112	Crassostrea virginica	zinc finger and BTB domain-containing protein 41-like(LOC111099112)
LOC111136621	111136621	Crassostrea virginica	malate dehydrogenase, mitochondrial-like(LOC111136621)
LOC111111323	111111323	Crassostrea virginica	uncharacterized LOC111111323(LOC111111323)
LOC111111324	111111324	Crassostrea virginica	UMP-CMP kinase 2, mitochondrial-like(LOC111111324)
LOC111112655	111112655	Crassostrea virginica	myosin-3-like(LOC111112655)
LOC111112656	111112656	Crassostrea virginica	uncharacterized LOC111112656(LOC111112656)
LOC111113982	111113982	Crassostrea virginica	uncharacterized LOC111113982(LOC111113982)
LOC111099115	111099115	Crassostrea virginica	GPI transamidase component PIG-T-like(LOC111099115)
LOC111109005	111109005	Crassostrea virginica	uncharacterized LOC111109005(LOC111109005)
LOC111111320	111111320	Crassostrea virginica	heat shock 70 kDa protein 12A-like(LOC111111320)
LOC111137955	111137955	Crassostrea virginica	uncharacterized LOC111137955(LOC111137955)
LOC111109008	111109008	Crassostrea virginica	uncharacterized LOC111109008(LOC111109008)
LOC111111321	111111321	Crassostrea virginica	vesicle-trafficking protein SEC22a-like(LOC111111321)
LOC111099113	111099113	Crassostrea virginica	uncharacterized LOC111099113(LOC111099113)
LOC111137954	111137954	Crassostrea virginica	collagen alpha-1(XXV) chain-like(LOC111137954)
LOC111111322	111111322	Crassostrea virginica	gem-associated protein 2-like(LOC111111322)
LOC111112653	111112653	Crassostrea virginica	uncharacterized LOC111112653(LOC111112653)
LOC111136629	111136629	Crassostrea virginica	neuroguidin-like(LOC111136629)
LOC111100670	111100670	Crassostrea virginica	uncharacterized LOC111100670(LOC111100670)
LOC111137959	111137959	Crassostrea virginica	N-lysine methyltransferase setd6-like(LOC111137959)
LOC111125970	111125970	Crassostrea virginica	uncharacterized LOC111125970(LOC111125970)
LOC111137958	111137958	Crassostrea virginica	WD repeat-containing protein 5-like(LOC111137958)
LOC111113989	111113989	Crassostrea virginica	solute carrier family 28 member 3-like(LOC111113989)
LOC111112659	111112659	Crassostrea virginica	uncharacterized LOC111112659(LOC111112659)
LOC111123312	111123312	Crassostrea virginica	target of rapamycin complex 2 subunit MAPKAP1-like(LOC111123312)
LOC111100676	111100676	Crassostrea virginica	endoribonuclease LACTB2-like(LOC111100676)
LOC111123311	111123311	Crassostrea virginica	uncharacterized LOC111123311(LOC111123311)
LOC111100675	111100675	Crassostrea virginica	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like(LOC111100675)
LOC111123310	111123310	Crassostrea virginica	guanine nucleotide-binding protein-like 1(LOC111123310)
LOC111124641	111124641	Crassostrea virginica	probable G-protein coupled receptor 52(LOC111124641)
LOC111124640	111124640	Crassostrea virginica	dipeptidyl peptidase 2-like(LOC111124640)
LOC111123316	111123316	Crassostrea virginica	syntaxin-17-like(LOC111123316)
LOC111100672	111100672	Crassostrea virginica	mucin-2-like(LOC111100672)
LOC111125972	111125972	Crassostrea virginica	chromate reductase-like(LOC111125972)
LOC111100671	111100671	Crassostrea virginica	uncharacterized LOC111100671(LOC111100671)
LOC111125973	111125973	Crassostrea virginica	actin, adductor muscle(LOC111125973)
LOC111125974	111125974	Crassostrea virginica	vacuolar protein sorting-associated protein 37A-like(LOC111125974)
LOC111100673	111100673	Crassostrea virginica	uncharacterized LOC111100673(LOC111100673)
LOC111123318	111123318	Crassostrea virginica	uncharacterized LOC111123318(LOC111123318)
LOC111124649	111124649	Crassostrea virginica	rho GTPase-activating protein 26-like(LOC111124649)
LOC111113980	111113980	Crassostrea virginica	DNA topoisomerase 3-beta-1-like(LOC111113980)
LOC111099101	111099101	Crassostrea virginica	serine/threonine-protein kinase unc-51-like(LOC111099101)
LOC111135301	111135301	Crassostrea virginica	uncharacterized LOC111135301(LOC111135301)
LOC111112643	111112643	Crassostrea virginica	E3 ubiquitin-protein ligase ZSWIM2-like(LOC111112643)
LOC111135302	111135302	Crassostrea virginica	uncharacterized LOC111135302(LOC111135302)
LOC111136630	111136630	Crassostrea virginica	uncharacterized protein C5orf49-like(LOC111136630)
LOC111112645	111112645	Crassostrea virginica	cytochrome c-like(LOC111112645)
LOC111137961	111137961	Crassostrea virginica	heavy metal-associated isoprenylated plant protein 33-like(LOC111137961)
LOC111099105	111099105	Crassostrea virginica	beta-1,3-glucosyltransferase-like(LOC111099105)
LOC111135305	111135305	Crassostrea virginica	uncharacterized LOC111135305(LOC111135305)
LOC111099104	111099104	Crassostrea virginica	A-kinase anchor protein 1, mitochondrial-like(LOC111099104)
LOC111113970	111113970	Crassostrea virginica	sperm-associated antigen 6-like(LOC111113970)
LOC111112640	111112640	Crassostrea virginica	excitatory amino acid transporter 3-like(LOC111112640)
LOC111099103	111099103	Crassostrea virginica	sodium- and chloride-dependent glycine transporter 1-like(LOC111099103)
LOC111136634	111136634	Crassostrea virginica	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like(LOC111136634)
LOC111135303	111135303	Crassostrea virginica	uncharacterized LOC111135303(LOC111135303)
LOC111111310	111111310	Crassostrea virginica	uncharacterized LOC111111310(LOC111111310)
LOC111112641	111112641	Crassostrea virginica	guanine nucleotide-binding protein G(q) subunit alpha-like(LOC111112641)
LOC111099102	111099102	Crassostrea virginica	protein FAM76B-like(LOC111099102)
LOC111136635	111136635	Crassostrea virginica	exosome complex exonuclease RRP44-like(LOC111136635)
LOC111137965	111137965	Crassostrea virginica	uncharacterized LOC111137965(LOC111137965)
LOC111111311	111111311	Crassostrea virginica	nostrin-like(LOC111111311)
LOC111112642	111112642	Crassostrea virginica	band 4.1-like protein 5(LOC111112642)
LOC111099109	111099109	Crassostrea virginica	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog(LOC111099109)
LOC111136638	111136638	Crassostrea virginica	echinoderm microtubule-associated protein-like 1(LOC111136638)
LOC111135307	111135307	Crassostrea virginica	cAMP-dependent protein kinase type II regulatory subunit-like(LOC111135307)
LOC111135308	111135308	Crassostrea virginica	protein ABHD11-like(LOC111135308)
LOC111137969	111137969	Crassostrea virginica	protein unc-13 homolog D-like(LOC111137969)
LOC111124650	111124650	Crassostrea virginica	titin homolog(LOC111124650)
LOC111112647	111112647	Crassostrea virginica	uncharacterized LOC111112647(LOC111112647)
LOC111111318	111111318	Crassostrea virginica	D-3-phosphoglycerate dehydrogenase-like(LOC111111318)
LOC111111319	111111319	Crassostrea virginica	uncharacterized LOC111111319(LOC111111319)
LOC111100665	111100665	Crassostrea virginica	uncharacterized LOC111100665(LOC111100665)
LOC111124653	111124653	Crassostrea virginica	lachesin-like(LOC111124653)
LOC111125988	111125988	Crassostrea virginica	high affinity copper uptake protein 1-like(LOC111125988)
LOC111124652	111124652	Crassostrea virginica	low molecular weight phosphotyrosine protein phosphatase-like(LOC111124652)
LOC111100667	111100667	Crassostrea virginica	uncharacterized LOC111100667(LOC111100667)
LOC111124651	111124651	Crassostrea virginica	hemicentin-2-like(LOC111124651)
LOC111101996	111101996	Crassostrea virginica	uncharacterized LOC111101996(LOC111101996)
LOC111100661	111100661	Crassostrea virginica	uncharacterized LOC111100661(LOC111100661)
LOC111124657	111124657	Crassostrea virginica	breast cancer anti-estrogen resistance protein 3 homolog(LOC111124657)
LOC111100660	111100660	Crassostrea virginica	uncharacterized LOC111100660(LOC111100660)
LOC111125984	111125984	Crassostrea virginica	uncharacterized LOC111125984(LOC111125984)
LOC111101991	111101991	Crassostrea virginica	uncharacterized LOC111101991(LOC111101991)
LOC111100662	111100662	Crassostrea virginica	uncharacterized LOC111100662(LOC111100662)
LOC111137960	111137960	Crassostrea virginica	proteoglycan 4-like(LOC111137960)
LOC111100668	111100668	Crassostrea virginica	stress-70 protein, mitochondrial-like(LOC111100668)
LOC111109024	111109024	Crassostrea virginica	uncharacterized LOC111109024(LOC111109024)
LOC111111345	111111345	Crassostrea virginica	PAS domain-containing serine/threonine-protein kinase-like(LOC111111345)
LOC111112676	111112676	Crassostrea virginica	uncharacterized LOC111112676(LOC111112676)
LOC111136600	111136600	Crassostrea virginica	uncharacterized LOC111136600(LOC111136600)
LOC111110011	111110011	Crassostrea virginica	uncharacterized LOC111110011(LOC111110011)
LOC111109026	111109026	Crassostrea virginica	uncharacterized LOC111109026(LOC111109026)
LOC111110010	111110010	Crassostrea virginica	uncharacterized LOC111110010(LOC111110010)
LOC111109028	111109028	Crassostrea virginica	uncharacterized LOC111109028(LOC111109028)
LOC111137934	111137934	Crassostrea virginica	zinc finger protein 423-like(LOC111137934)
LOC111110016	111110016	Crassostrea virginica	interaptin-like(LOC111110016)
LOC111111342	111111342	Crassostrea virginica	uncharacterized LOC111111342(LOC111111342)
LOC111136601	111136601	Crassostrea virginica	CD2 antigen cytoplasmic tail-binding protein 2 homolog(LOC111136601)
LOC111136607	111136607	Crassostrea virginica	N6-adenosine-methyltransferase subunit METTL3-like(LOC111136607)
LOC111137936	111137936	Crassostrea virginica	sperm flagellar protein 1-like(LOC111137936)
LOC111136609	111136609	Crassostrea virginica	scavenger receptor class B member 1-like(LOC111136609)
LOC111125953	111125953	Crassostrea virginica	receptor-type tyrosine-protein phosphatase kappa-like(LOC111125953)
LOC111125954	111125954	Crassostrea virginica	ubiquitin carboxyl-terminal hydrolase 20-like(LOC111125954)
LOC111100697	111100697	Crassostrea virginica	uncharacterized LOC111100697(LOC111100697)
LOC111125955	111125955	Crassostrea virginica	uncharacterized LOC111125955(LOC111125955)
LOC111125956	111125956	Crassostrea virginica	dynamin-1-like(LOC111125956)
LOC111100699	111100699	Crassostrea virginica	methylthioribulose-1-phosphate dehydratase-like(LOC111100699)
LOC111124625	111124625	Crassostrea virginica	MPN domain-containing protein-like(LOC111124625)
LOC111125950	111125950	Crassostrea virginica	uncharacterized LOC111125950(LOC111125950)
LOC111100693	111100693	Crassostrea virginica	condensin complex subunit 3-like(LOC111100693)
LOC111125951	111125951	Crassostrea virginica	protein disulfide-isomerase A5-like(LOC111125951)
LOC111125952	111125952	Crassostrea virginica	WD repeat-containing protein 47-like(LOC111125952)
LOC111124622	111124622	Crassostrea virginica	sodium- and chloride-dependent glycine transporter 1-like(LOC111124622)
LOC111124629	111124629	Crassostrea virginica	sodium bicarbonate cotransporter 3-like(LOC111124629)
LOC111125957	111125957	Crassostrea virginica	ATP-binding cassette sub-family B member 6, mitochondrial-like(LOC111125957)
LOC111125958	111125958	Crassostrea virginica	xenotropic and polytropic retrovirus receptor 1-like(LOC111125958)
LOC111109013	111109013	Crassostrea virginica	PAS domain-containing serine/threonine-protein kinase-like(LOC111109013)
LOC111111334	111111334	Crassostrea virginica	methionine-R-sulfoxide reductase B2, mitochondrial-like(LOC111111334)
LOC111113996	111113996	Crassostrea virginica	VWFA and cache domain-containing protein 1-like(LOC111113996)
LOC111137940	111137940	Crassostrea virginica	probable cytochrome P450 49a1(LOC111137940)
LOC111111336	111111336	Crassostrea virginica	BTB/POZ domain-containing protein 6-B-like(LOC111111336)
LOC111137946	111137946	Crassostrea virginica	telomerase protein component 1-like(LOC111137946)
LOC111110006	111110006	Crassostrea virginica	EF-hand calcium-binding domain-containing protein 12-like(LOC111110006)
LOC111111330	111111330	Crassostrea virginica	uncharacterized LOC111111330(LOC111111330)
LOC111136615	111136615	Crassostrea virginica	nuclear pore complex protein Nup93-like(LOC111136615)
LOC111110005	111110005	Crassostrea virginica	uncharacterized LOC111110005(LOC111110005)
LOC111111332	111111332	Crassostrea virginica	uncharacterized LOC111111332(LOC111111332)
LOC111113995	111113995	Crassostrea virginica	VWFA and cache domain-containing protein 1-like(LOC111113995)
LOC111112663	111112663	Crassostrea virginica	uncharacterized LOC111112663(LOC111112663)
LOC111111333	111111333	Crassostrea virginica	adenosine receptor A2b-like(LOC111111333)
LOC111112664	111112664	Crassostrea virginica	probable helicase senataxin(LOC111112664)
LOC111137949	111137949	Crassostrea virginica	probable E3 ubiquitin-protein ligase HECTD4(LOC111137949)
LOC111136616	111136616	Crassostrea virginica	cilia- and flagella-associated protein 99-like(LOC111136616)
LOC111110008	111110008	Crassostrea virginica	cilia- and flagella-associated protein 100-like(LOC111110008)
LOC111137947	111137947	Crassostrea virginica	sperm flagellar protein 1-like(LOC111137947)
LOC111112669	111112669	Crassostrea virginica	uncharacterized LOC111112669(LOC111112669)
LOC111109010	111109010	Crassostrea virginica	uncharacterized LOC111109010(LOC111109010)
LOC111123301	111123301	Crassostrea virginica	la-related protein 1B-like(LOC111123301)
LOC111124632	111124632	Crassostrea virginica	probable E3 ubiquitin-protein ligase MID2(LOC111124632)
LOC111123300	111123300	Crassostrea virginica	uncharacterized LOC111123300(LOC111123300)
LOC111124631	111124631	Crassostrea virginica	mitogen-activated protein kinase kinase kinase 2-like(LOC111124631)
LOC111125966	111125966	Crassostrea virginica	queuine tRNA-ribosyltransferase accessory subunit 2-like(LOC111125966)
LOC111124630	111124630	Crassostrea virginica	uncharacterized LOC111124630(LOC111124630)
LOC111100689	111100689	Crassostrea virginica	uncharacterized LOC111100689(LOC111100689)
LOC111125967	111125967	Crassostrea virginica	pre-mRNA-splicing factor 38B-like(LOC111125967)
LOC111125960	111125960	Crassostrea virginica	ral guanine nucleotide dissociation stimulator-like(LOC111125960)
LOC111100683	111100683	Crassostrea virginica	transmembrane 9 superfamily member 2-like(LOC111100683)
LOC111123304	111123304	Crassostrea virginica	transforming growth factor beta receptor type 3-like(LOC111123304)
LOC111125961	111125961	Crassostrea virginica	NF-kappa-B-repressing factor-like(LOC111125961)
LOC111124635	111124635	Crassostrea virginica	uncharacterized LOC111124635(LOC111124635)
LOC111123303	111123303	Crassostrea virginica	uncharacterized LOC111123303(LOC111123303)
LOC111125962	111125962	Crassostrea virginica	putative uncharacterized protein DDB_G0271606(LOC111125962)
LOC111125963	111125963	Crassostrea virginica	serine beta-lactamase-like protein LACTB, mitochondrial(LOC111125963)
LOC111124633	111124633	Crassostrea virginica	dixin-like(LOC111124633)
LOC111123308	111123308	Crassostrea virginica	methyltransferase-like protein 13(LOC111123308)
LOC111124639	111124639	Crassostrea virginica	pyruvate dehydrogenase protein X component, mitochondrial-like(LOC111124639)
LOC111123307	111123307	Crassostrea virginica	ADAM 17-like protease(LOC111123307)
LOC111124638	111124638	Crassostrea virginica	CD109 antigen-like(LOC111124638)
LOC111123306	111123306	Crassostrea virginica	uncharacterized LOC111123306(LOC111123306)
LOC111124637	111124637	Crassostrea virginica	nuclear receptor subfamily 1 group I member 2-like(LOC111124637)
LOC111113990	111113990	Crassostrea virginica	3-ketoacyl-CoA thiolase B, peroxisomal-like(LOC111113990)
LOC111125969	111125969	Crassostrea virginica	uncharacterized LOC111125969(LOC111125969)
LOC111134002	111134002	Crassostrea virginica	ankyrin-3-like(LOC111134002)
LOC111135334	111135334	Crassostrea virginica	steroid 17-alpha-hydroxylase/17,20 lyase-like(LOC111135334)
LOC111137997	111137997	Crassostrea virginica	protein argonaute 3-like(LOC111137997)
LOC111111367	111111367	Crassostrea virginica	uncharacterized LOC111111367(LOC111111367)
LOC111134001	111134001	Crassostrea virginica	uncharacterized LOC111134001(LOC111134001)
LOC111135335	111135335	Crassostrea virginica	WD repeat-containing protein 35-like(LOC111135335)
LOC111110034	111110034	Crassostrea virginica	IQ and ubiquitin-like domain-containing protein(LOC111110034)
LOC111112699	111112699	Crassostrea virginica	multidrug resistance protein 1B-like(LOC111112699)
LOC111136663	111136663	Crassostrea virginica	TPR and ankyrin repeat-containing protein 1-like(LOC111136663)
LOC111135332	111135332	Crassostrea virginica	uncharacterized LOC111135332(LOC111135332)
LOC111110033	111110033	Crassostrea virginica	kinesin-like protein klp-3(LOC111110033)
LOC111111369	111111369	Crassostrea virginica	uncharacterized LOC111111369(LOC111111369)
LOC111135333	111135333	Crassostrea virginica	integrator complex subunit 4-like(LOC111135333)
LOC111137994	111137994	Crassostrea virginica	uncharacterized LOC111137994(LOC111137994)
LOC111136669	111136669	Crassostrea virginica	myosin-IIIb-like(LOC111136669)
LOC111110039	111110039	Crassostrea virginica	nitric oxide synthase-interacting protein-like(LOC111110039)
LOC111134008	111134008	Crassostrea virginica	cytoskeleton-associated protein 5-like(LOC111134008)
LOC111136667	111136667	Crassostrea virginica	TAR DNA-binding protein 43-like(LOC111136667)
LOC111134007	111134007	Crassostrea virginica	uncharacterized LOC111134007(LOC111134007)
LOC111136668	111136668	Crassostrea virginica	protein RER1-like(LOC111136668)
LOC111137998	111137998	Crassostrea virginica	P2X purinoceptor 4-like(LOC111137998)
LOC111109040	111109040	Crassostrea virginica	mucin-5AC-like(LOC111109040)
LOC111122020	111122020	Crassostrea virginica	SPRY domain-containing SOCS box protein 3-like(LOC111122020)
LOC111123352	111123352	Crassostrea virginica	tRNA methyltransferase 10 homolog B-like(LOC111123352)
LOC111123351	111123351	Crassostrea virginica	GPI-anchor transamidase-like(LOC111123351)
LOC111123350	111123350	Crassostrea virginica	isocitrate dehydrogenase [NAD] subunit beta, mitochondrial-like(LOC111123350)
LOC111109043	111109043	Crassostrea virginica	uncharacterized LOC111109043(LOC111109043)
LOC111122024	111122024	Crassostrea virginica	pleckstrin homology domain-containing family A member 8-like(LOC111122024)
LOC111122022	111122022	Crassostrea virginica	brain protein I3-like(LOC111122022)
LOC111122023	111122023	Crassostrea virginica	uncharacterized LOC111122023(LOC111122023)
LOC111123353	111123353	Crassostrea virginica	iron-sulfur protein NUBPL-like(LOC111123353)
LOC111124684	111124684	Crassostrea virginica	kinesin-like protein KIF28P(LOC111124684)
LOC111122026	111122026	Crassostrea virginica	translation initiation factor eIF-2B subunit gamma-like(LOC111122026)
LOC111123358	111123358	Crassostrea virginica	spermatogenesis-associated protein 4-like(LOC111123358)
LOC111124688	111124688	Crassostrea virginica	P2X purinoceptor 7-like(LOC111124688)
LOC111111360	111111360	Crassostrea virginica	corepressor interacting with RBPJ 1-like(LOC111111360)
LOC111111361	111111361	Crassostrea virginica	transmembrane protein 198-like(LOC111111361)
LOC111136661	111136661	Crassostrea virginica	caspase-2-like(LOC111136661)
LOC111135330	111135330	Crassostrea virginica	uncharacterized LOC111135330(LOC111135330)
LOC111135331	111135331	Crassostrea virginica	anaphase-promoting complex subunit 4-like(LOC111135331)
LOC111110030	111110030	Crassostrea virginica	transmembrane protein 168-like(LOC111110030)
LOC111134000	111134000	Crassostrea virginica	cytoplasmic dynein 1 light intermediate chain 2-like(LOC111134000)
LOC111136660	111136660	Crassostrea virginica	INO80 complex subunit B-like(LOC111136660)
LOC111136676	111136676	Crassostrea virginica	AKT-interacting protein-like(LOC111136676)
LOC111134012	111134012	Crassostrea virginica	uncharacterized LOC111134012(LOC111134012)
LOC111135346	111135346	Crassostrea virginica	leucine-rich repeat-containing protein 63-like(LOC111135346)
LOC111134015	111134015	Crassostrea virginica	probable ATP-dependent DNA helicase HFM1(LOC111134015)
LOC111136674	111136674	Crassostrea virginica	transferrin receptor protein 1-like(LOC111136674)
LOC111135343	111135343	Crassostrea virginica	transmembrane protein 208-like(LOC111135343)
LOC111110021	111110021	Crassostrea virginica	uncharacterized LOC111110021(LOC111110021)
LOC111111359	111111359	Crassostrea virginica	reticulophagy regulator 3-like(LOC111111359)
LOC111111352	111111352	Crassostrea virginica	uncharacterized LOC111111352(LOC111111352)
LOC111136678	111136678	Crassostrea virginica	uncharacterized LOC111136678(LOC111136678)
LOC111134018	111134018	Crassostrea virginica	endoglucanase 14-like(LOC111134018)
LOC111135348	111135348	Crassostrea virginica	P2X purinoceptor 7-like(LOC111135348)
LOC111110025	111110025	Crassostrea virginica	ragulator complex protein LAMTOR5 homolog(LOC111110025)
LOC111111355	111111355	Crassostrea virginica	VWFA and cache domain-containing protein 1-like(LOC111111355)
LOC111124694	111124694	Crassostrea virginica	CD109 antigen-like(LOC111124694)
LOC111122032	111122032	Crassostrea virginica	uncharacterized LOC111122032(LOC111122032)
LOC111124692	111124692	Crassostrea virginica	kin of IRRE-like protein 1(LOC111124692)
LOC111122030	111122030	Crassostrea virginica	acyl-coenzyme A synthetase ACSM3, mitochondrial-like(LOC111122030)
LOC111124698	111124698	Crassostrea virginica	ELAV-like protein 3(LOC111124698)
LOC111124697	111124697	Crassostrea virginica	homeobox protein Mohawk-like(LOC111124697)
LOC111124696	111124696	Crassostrea virginica	E3 SUMO-protein ligase RanBP2-like(LOC111124696)
LOC111124695	111124695	Crassostrea virginica	mediator of RNA polymerase II transcription subunit 25-like(LOC111124695)
LOC111122038	111122038	Crassostrea virginica	HAUS augmin-like complex subunit 2(LOC111122038)
LOC111123368	111123368	Crassostrea virginica	natural resistance-associated macrophage protein 2-like(LOC111123368)
LOC111124699	111124699	Crassostrea virginica	ELAV-like protein 2(LOC111124699)
LOC111112680	111112680	Crassostrea virginica	adhesion G protein-coupled receptor A3-like(LOC111112680)
LOC111111351	111111351	Crassostrea virginica	putative nuclease HARBI1(LOC111111351)
LOC111136672	111136672	Crassostrea virginica	cleavage and polyadenylation specificity factor subunit 1-like(LOC111136672)
LOC111136673	111136673	Crassostrea virginica	LIM/homeobox protein Lhx1-like(LOC111136673)
LOC111135342	111135342	Crassostrea virginica	centrosomal protein of 72 kDa-like(LOC111135342)
LOC111134011	111134011	Crassostrea virginica	snaclec B6-like(LOC111134011)
LOC111136671	111136671	Crassostrea virginica	tenascin-like(LOC111136671)
LOC111135340	111135340	Crassostrea virginica	lateral signaling target protein 2 homolog(LOC111135340)
LOC111136643	111136643	Crassostrea virginica	FACT complex subunit SPT16-like(LOC111136643)
LOC111135312	111135312	Crassostrea virginica	GTPase Era, mitochondrial-like(LOC111135312)
LOC111137975	111137975	Crassostrea virginica	heme-binding protein 2-like(LOC111137975)
LOC111110057	111110057	Crassostrea virginica	germinal-center associated nuclear protein-like(LOC111110057)
LOC111109068	111109068	Crassostrea virginica	uncharacterized LOC111109068(LOC111109068)
LOC111136644	111136644	Crassostrea virginica	proteasome subunit beta type-5-like(LOC111136644)
LOC111135313	111135313	Crassostrea virginica	signal peptide peptidase-like 3(LOC111135313)
LOC111110056	111110056	Crassostrea virginica	uncharacterized LOC111110056(LOC111110056)
LOC111109067	111109067	Crassostrea virginica	uncharacterized protein K02A2.6-like(LOC111109067)
LOC111136641	111136641	Crassostrea virginica	EF-hand calcium-binding domain-containing protein 6-like(LOC111136641)
LOC111135310	111135310	Crassostrea virginica	solute carrier family 35 member B1-like(LOC111135310)
LOC111110055	111110055	Crassostrea virginica	germinal-center associated nuclear protein-like(LOC111110055)
LOC111137972	111137972	Crassostrea virginica	nucleolin-like(LOC111137972)
LOC111109069	111109069	Crassostrea virginica	leucine-rich repeat neuronal protein 3-like(LOC111109069)
LOC111111385	111111385	Crassostrea virginica	uncharacterized LOC111111385(LOC111111385)
